Thread Average_latency Std_dev_latency Average_throughput Std_dev_throughput Average_exec_time Std_dev_exec_time
0 61.8104 1.0137614315015135 16.180460800000002 0.26216403103049873 5.563742400000001 0.09123512530073052
1 61.81 0.1839380330437415 16.1762038 0.0481308773134246 5.5637774 0.01655431130068561
2 59.5092 0.49570047407683593 33.488379200000004 0.2062091009838312 2.6876012000000005 0.016527453771225654
3 58.9514 0.4457849705855967 50.638871200000004 0.5948917792010247 1.7775374 0.020991366955012754
