Thread Average_latency Std_dev_latency Average_throughput Std_dev_throughput Average_exec_time Std_dev_exec_time
0 312.944 7.714953868948287 3.1969000000000003 0.07600050650620699 3.1298642 0.07714678694125889
1 807.6308000000001 12.754069490166662 3.2480856000000005 0.04407598854070095 3.0793088 0.0421692892489309
2 622.7704 2.6169238124179137 6.214022 0.010633876038397378 1.6092684000000002 0.00275288333207202
3 568.6112 8.47370283642281 8.222618399999998 0.08102850914240016 1.2162744 0.011854870604101907
