Thread Average_latency Std_dev_latency Average_throughput Std_dev_throughput Average_exec_time Std_dev_exec_time
0 12.594800000000001 0.04502177251064218 79.383115 0.2850254870049357 0.2015568 0.0007250912770127651
1 35.895199999999996 0.2113342376426507 79.7719668 0.44588786025564764 0.200578 0.001124849323242894
2 28.1586 0.05915268379372144 157.6865506 0.745947168440655 0.1014694 0.0004821720025053325
3 25.833000000000006 0.27968339242793827 214.09233600000002 2.396180268137021 0.0747436 0.0008480098112639957
