Thread Average_latency Std_dev_latency Average_throughput Std_dev_throughput Average_exec_time Std_dev_exec_time
0 12.594800000000001 0.04502177251064218 79.383115 0.2850254870049357 0.2015568 0.0007250912770127651
1 71.72440000000002 0.7766109965742188 100.085781 1.0353786833517467 0.1598802 0.001675473234641482
2 53.448 2.09690505269075 176.75541900000002 7.37393222279541 0.0906856 0.00395804404220064
3 49.302800000000005 9.171912459242073 190.94695660000002 29.590348448896428 0.08598900000000001 0.014296142584627502
