Thread Average_latency Std_dev_latency Average_throughput Std_dev_throughput Average_exec_time Std_dev_exec_time
0 48.039 0.436587219235745 20.816379599999998 0.1892970988521485 0.9128182 0.008293998659271641
1 141.59060000000002 1.0150092807457518 20.3300294 0.1514992552940109 0.9346298 0.006939794014234145
2 115.4186 0.3148425638315106 39.2957646 0.13527833674406334 0.4835184 0.0016654068091610625
3 106.10139999999998 0.5979821402015241 56.52634320000001 0.3671022568862241 0.3361406 0.002176418489169766
