Thread Average_latency Std_dev_latency Average_throughput Std_dev_throughput Average_exec_time Std_dev_exec_time
0 61.8104 1.0137614315015135 16.180460800000002 0.26216403103049873 5.563742400000001 0.09123512530073052
1 329.53319999999997 14.773995294435416 25.803964200000003 1.0828498667847537 3.4942674000000005 0.15334928245231538
2 253.60999999999999 7.8518618683723735 50.1508186 1.5142698173161346 1.7962946 0.05656395813095115
3 230.8476 7.391599626603159 72.5586098 1.8196624857883263 1.2411629999999998 0.03136943511764279
